Codigo,Numero,Titulo,CodigoAmbito,Ambito,Municipio,TiposNorma,IdTiposNorma,Tags
RES 4/11/1982 ESP,4/11/1982,"Resolución de 4 de noviembre de 1982, de la Subsecretaría para la Sanidad, por la que se aprueban la lista positiva de sustancias destinadas a la fabricación de compuestos  macromoleculares, la lista de migraciones máximas en pruebas de cesión de algunas de ellas, las condiciones de pureza para las materias colorantes empleadas en los mismos productos y la lista de los materiales poliméricos adecuados para la fabricación de envases y otros utensilios que puedan estar en contacto con los productos alimenticios y alimentarios.", ESP,España,,Seg. Alimentaria,[7],Resolución de 4 de noviembre de 1982
RES 4/12/2006 ESP,4/12/2006,"Resolución de 4 de diciembre de 2006, de la Secretaría General de Energía, por la que se convocan para 2007, subvenciones para actuaciones sobre seguridad minera.", ESP,España,,Prevención,[2],Resolución de 4 de diciembre de 2006
RES 4/2/2015 ESP,4/2/2015,"Resolución de 4 de febrero de 2015, de la Dirección General de Política Energética y Minas, por la que se fija el precio medio de la energía a aplicar en el cálculo de la retribución del servicio de gestión de la demanda de interrumpibilidad ofrecido por los consumidores de los sistemas eléctricos no peninsulares a los que resulta de aplicación la Orden ITC/2370/2007, de 26 de julio, durante el primer trimestre de 2015.", ESP,España,,M. Ambiente,[1],"Resolución de 4 de febrero de 2015, Orden ITC/2370/2007"
RES 4/2/2019 CMA,4/2/2019,"Resolución de 04/02/2019, de la Viceconsejería de Medio Ambiente, por la que se convoca el Premio Regional de Medio Ambiente de Castilla-La Mancha",CMA,Castilla la Mancha,,M. Ambiente,[1],Resolución de 04/02/2019
RES 4/2/2019 ESP,4/2/2018,"Resolución de 4 de febrero de 2019, de la Dirección General de Política Energética y Minas, por la que se publican los formatos para la remisión de la información en relación con la intensidad de las emisiones de gases de efecto invernadero de los combustibles y la energía en el transporte", ESP,España,,M. Ambiente,[1],Resolución de 4 de febrero de 2019
RES 4/3/1994 EUR,4/3/1994,"Resolución de 4 de marzo de 1994, aprobada por la Asamblea General, por la que se aprueban las Normas Uniformes sobre la igualdad de oportunidades para las personas con discapacidad.",  EUR,Europa,,M. Ambiente / Prevención,[1][2],Resolución de 4 de marzo de 1994
RES 4/3/2008 ESP,4/3/2008,"Resolución de 4 de marzo de 2008, de la Dirección General de Política Energética y Minas, por la que se modifica la aprobación de tipo de aparato radiactivo de los generadores de rayos X de siglas y n.º NHM-X193, para incluir en ella los de la marca Safeline X-Ray Inspection, serie T20", ESP,España,,M. Ambiente / Prevención / Reg. Industrial,[1][2][3],Resolución de 4 de marzo de 2008
RES 4/5/2010 CMA,4/5/2010,"Resolución de 04/05/2010, de la Vicepresidencia y Consejería de Economía y Hacienda, por la que se efectúa para el año 2010, la convocatoria de ayudas del programa de apoyo a la innovación de las pequeñas y medianas empresas en Castilla-La Mancha InnoEmpresa 2007-2013.",CMA,Castilla la Mancha,,M. Ambiente,[1],Resolución de 04/05/2010
RES 4/5/2016 ESP,4/5/2016,"Resolución de 4 de mayo de 2016, de la Dirección General de Política Energética y Minas, por la que se modifican los protocolos de detalle PD-06 «Regla operativa de las actividades de descarga de buques metaneros» y PD-02 «Procedimiento de reparto en puntos de conexión transporte-distribución (PCTD) y en puntos de conexión distribución-distribución (PCDD)»", ESP,España,,Reg. Industrial,[3],Resolución de 4 de mayo de 2016
RES 4/6/2015 ESP,4/5/2015,"Resolución de 4 de mayo de 2015, de la Dirección General de Política Energética y Minas, por la que se modifica el protocolo de detalle PD-12 «Procedimientos a aplicar a las cisternas de gas natural licuado con destino a plantas satélite».", ESP,España,,Reg. Industrial,[3],Resolución de 4 de mayo de 2015
RES 4/9/2018 CMA,4/9/2018,"Resolución de 4/9/2018, de la Dirección General de Industria, Energía y Minería, ordenando la publicación de la modificación de la Resolución de 18/10/2016, de la misma dirección general, por la que se aprueba el Plan 2016-2019 de seguridad y calidad industrial de instalaciones y establecimientos industriales",CMA,Castilla la Mancha,,Reg. Industrial,[3],"Resolución de 4/9/2018, Resolución de 18/10/2016"
RES 5/10/2010 ESP,5/10/2010,"Resolución de 5 de octubre de 2010, de la Dirección General de la Marina Mercante, por la que se publica el Acuerdo de Consejo de Ministros de 20 de agosto de 2010 por el que se aprueba el Plan Nacional de Servicios Especiales de Salvamento de la Vida Humana en la Mar y de la Lucha contra la Contaminación del Medio Marino para el periodo 2010/2018, que será objeto de revisión en el año 2013, con efecto a partir del 2014, en base al escenario presupuestario en esa fecha.", ESP,España,,M. Ambiente / Prevención / Reg. Industrial,[1][2][3],Resolución de 5 de octubre de 2010
RES 5/11/1992 ESP,5/11/1992,"Resolución de 5 de noviembre de 1992, del Consejo de Seguridad Nuclear, por la que se establecen las normas a que habran de sujetarse la homologación de cursos o programas que habiliten para la dirección y operación de las instalaciones de rayos x con fines diagnosticos, y la acreditación directa del personal que ejerza dichas funciones.", ESP,España,,M. Ambiente / Prevención,[1][2],Resolución de 5 de noviembre de 1992
RES 5/11/2010 ESP,5/11/2010,"Resolución de 5 de noviembre de 2010, de la Dirección General de Ordenación de la Seguridad Social, por la que se dictan instrucciones a las mutuas de accidentes de trabajo y enfermedades profesionales de la Seguridad Social en relación con la aplicación del artículo 32 de la Ley 31/1995, de 8 de noviembre, de Prevención de Riesgos Laborales, en la redacción dada por la disposición final sexta de la Ley 32/2010, de 5 agosto.", ESP,España,,Prevención,[2],"Resolución de 5 de noviembre de 2010, Ley 31/1995, Ley 32/2010"
RES 5/11/2020 CMA,5/11/2020,"Resolución de 05/11/2020, de la Consejería de Sanidad, por la que se adoptan medidas de la Ley Orgánica 3/1986, de 14 de abril, de Medidas Especiales en Materia de Salud Pública, para la contención de la expansión del COVID-19 en el ámbito territorial de la comunidad autónoma de Castilla-La Mancha",CMA,Castilla la Mancha,,Prevención,[2],"Resolución de 05/11/2020, Ley Orgánica 3/1986"
RES 5/2/2013 ESP,5/2/2013,"Resolución de 5 de febrero de 2013, de la Secretaría de Estado de Energía, por la que se convoca el procedimiento de asignación de cantidades de producción de biodiésel para el cómputo del cumplimiento de los objetivos obligatorios de biocarburantes.", ESP,España,,M. Ambiente,[1],Resolución de 5 de febrero de 2013
RES 5/2/2016 ESP,5/2/2016,"Resolución de 5 de febrero de 2016, de la Dirección General de Política Energética y Minas, por la que se aprueba el precio de derechos de emisión de liquidación para los años 2012, 2013 y 2014 en los sistemas eléctricos de los territorios no peninsulares", ESP,España,,M. Ambiente,[1],Resolución de 5 de febrero de 2016
RES 5/3/2014 ESP,5/3/2014,"Resolución de 5 de marzo de 2014, de la Secretaría General de Coordinación Autonómica y Local, por la que se publica el Acuerdo de la Comisión Bilateral de Cooperación Administración del Estado-Administración de la Comunidad Autónoma del País Vasco en relación con la Ley 2/2013, de 29 de mayo, de protección y uso sostenible del litoral y de modificación de la Ley 22/1988, de 28 de julio, de Costas.", ESP,España,,M. Ambiente,[1],"Resolución de 5 de marzo de 2014, Ley 2/2013, Ley 22/1988"
RES 5/4/2010 CMA,5/4/2010,"Resolución de 05/04/2010, de la Consejería de Industria, Energía y Medio Ambiente, por la que se reajustan las cuantías correspondientes a la convocatoria efectuada por Resolución de 16/09/2009, de la misma Consejería, por la que se convocan ayudas para el aprovechamiento de energías renovables en Castilla-La Mancha para el año 2009, en las áreas tecnológicas solar térmica, biomasa térmica y fotovoltaica aislada.",CMA,Castilla la Mancha,,M. Ambiente,[1],"Resolución de 05/04/2010, Resolución de 16/09/2009"
RES 5/4/2016 ESP,5/4/2016,"Resolución de 5 de abril de 2016, de la Secretaría de Estado de Energía, por la que se aprueba el procedimiento de operación del sistema eléctrico 1.1 ""Criterios de funcionamiento y seguridad para la operación del sistema eléctrico""", ESP,España,,Reg. Industrial,[3],Resolución de 5 de abril de 2016
RES 5/5/1995 ESP,5/5/1995,"Resolución de 5 de mayo de 1995, de la Secretaría de Estado de Interior, por la que se dispone la publicación del acuerdo del Consejo de Ministros por el que se aprueba la Directriz básica de planificación de protección civil ante el riesgo sísmico.", ESP,España,,M. Ambiente / Prevención,[1][2],Resolución de 5 de mayo de 1995
RES 5/5/2006 ESP,5/5/2006,"Resolución de 5 de mayo de 2006, de la Dirección General de Calidad y Evaluación Ambiental, por la que se hace pública la convocatoria para la concesión de subvenciones para financiar el transporte a la península o entre islas, realizado en 2005 de los residuos generados en las Illes Balears, Canarias, Ceuta y Melilla.", ESP,España,,M. Ambiente / Prevención,[1][2],Resolución de 5 de mayo de 2006
RES 5/6/2008 ESP,5/6/2008,"Resolución de 5 de junio de 2008, de la Dirección General de la Marina Mercante, por la que se crea el certificado de especialidad de oficial de protección del buque y oficial de la compañía para la protección marítima.", ESP,España,,M. Ambiente / Prevención,[1][2],Resolución de 5 de junio de 2008
RES 5/6/2018 ESP,5/6/2018,"Resolución de 5 de junio de 2018, de la Confederación Hidrográfica del Guadiana O.A., por la que se revisan los cánones de utilización de los bienes de dominio público hidráulico", ESP,España,,M. Ambiente,[1],Resolución de 5 de junio de 2018
RES 5/7/1999 ESP,5/7/1999,"Resolución de 5 de julio de 1999, de la Dirección General de Industria y Tecnología, por la que se acuerda la publicación de la lista de organismos notificados por los Estados miembros de la Unión Europea en el ámbito del Real Decreto 1314/1997, de 1 de agosto, por el que se dictan las disposiciones de aplicación de la Directiva 95/16/CE, sobre ascensores.", ESP,España,,Reg. Industrial,[3],"Resolución de 5 de julio de 1999, Real Decreto 1314/1997, Directiva 95/16"
RES 5/7/2004 ESP,5/7/2004,"Resolución de 5 de julio de 2004, de la Secretaría General Técnica, relativa al Acuerdo Multilateral M-143 en virtud de la Sección 1.5.1 del Acuerdo Europeo sobre Transporte de Mercancías Peligrosas por Carretera (ADR) (publicado en el ""Boletín Oficial del Estado"" número 33, de 7 de febrero de 2003), relativo al transporte de muestras para diagnóstico, hecho en Madrid el 1 de marzo de 2004.", ESP,España,,M. Ambiente / Prevención,[1][2],"Resolución de 5 de julio de 2004, Acuerdo Multilateral M-143"
RES 5/7/2006 ESP,5/7/2006,"Resolución de 5 de julio de 2006, de la Dirección General de Calidad y Evaluación Ambiental, por la que se amplía el crédito de la convocatoria para la concesión de subvenciones por las actividades de recuperación y valorización de aceites usados en 2005.", ESP,España,,M. Ambiente / Prevención,[1][2],Resolución de 5 de julio de 2006
RES 5/7/2006 GAL,5/7/2006,Resolución de 5 de julio de 2006 por la que se modifican las bases reguladoras de las ayudas del Programa Emprendedores del Instituto Gallego de Promoción Económica (Igape).,  EUR,Europa,,M. Ambiente / Prevención,[1][2],Resolución de 5 de julio de 2006
RES 5/8/1964 ESP,5/8/1964,"Resolución de la Dirección General de Previsión por la que se interpreta el contenido del párrafo segundo del número 9 del artículo 45 del reglamento de Enfermedades Profesionales, según la nueva redacción dada por la Orden de 8 de abril de 1964.", ESP,España,,Prevención,[2],Orden de 8 de abril de 1964
RES 5/8/2003 ESP,5/8/2003,"Resolución de 5 de agosto de 2003, de la Secretaría de Estado de la Seguridad Social, por la que se aprueba el Plan General de Actividades Preventivas de la Seguridad Social a desarrollar por las Mutuas de Accidentes de Trabajo y Enfermedades Profesionales de la Seguridad Social durante el período 2003-2005.", ESP,España,,Prevención,[2],Resolución de 5 de agosto de 2003
RES 5/8/2016 ESP (1),5/8/2016,"Resolución de 5 de agosto de 2016, de la Secretaría de Estado de Energía, por la que se modifica el Procedimiento de Operación 15.2 ""Servicio de gestión de la demanda de interrumpibilidad"", aprobado por Resolución de 1 de agosto de 2014", ESP,España,,M. Ambiente,[1],"Resolución de 5 de agosto de 2016, Resolución de 1 de agosto de 2014"
RES 5/8/2016 ESP (2),5/8/2016,"Resolución de 5 de agosto de 2016, de la Secretaría de Estado de Energía, por la que se aprueban las reglas del procedimiento competitivo de subastas para la asignación del servicio de gestión de la demanda de interrumpibilidad y el modelo de adhesión al marco legal establecido para la participación en las subastas", ESP,España,,M. Ambiente,[1],Resolución de 5 de agosto de 2016
